UNODC;unodc_ddds@un.org;;;;;;;;
27/03/2023;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Sex;Year;Unit of measurement;VALUE;Source
SGP;Singapore;Asia;South-eastern Asia;Victims of intentional homicide;Female;2019;Counts;3;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;17;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;12;CTS/GSH 2023 Revision
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;0;CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Female;2019;Counts;1;GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;2;CTS
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;8;CTS/NGO
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Female;2019;Counts;51;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Female;2019;Counts;460;CTS/NSO
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;0;CTS/NGO
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;1;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;57;CTS
ATG;Antigua and Barbuda;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS
AUS;Australia;Oceania;Australia and New Zealand;Victims of intentional homicide;Female;2020;Counts;19;CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Female;2020;Counts;14;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;3;CTS/GSH 2023 Revision
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;3;CTS
BLZ;Belize;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;1;CTS/MoI
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;13;CTS
BRA;Brazil;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;290;DATASUS
BRB;Barbados;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS
BTN;Bhutan;Asia;Southern Asia;Victims of intentional homicide;Female;2020;Counts;2;CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Female;2020;Counts;32;CTS/GSH 2023 Revision
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Female;2020;Counts;5;CTS/GSH 2023 Revision
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;18;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;70;CTS/GSH 2023 Revision
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;6;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Female;2020;Counts;13;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Female;2020;Counts;162;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;1;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;5;CTS
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;11;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;16;CTS
ESP;Spain;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;41;CTS
EST;Estonia;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;4;CTS
FRA;France;Europe;Western Europe;Victims of intentional homicide;Female;2020;Counts;68;CTS/MoI
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;3;CTS/GSH 2023 Revision
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;6;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Female;2020;Counts;1;CTS/GSH 2023 Revision
HRV;Croatia;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;8;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Female;2020;Counts;11;CTS
IRL;Ireland;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;2;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;41;CTS
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;10;CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Victims of intentional homicide;Female;2020;Counts;60;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS
LIE;Liechtenstein;Europe;Western Europe;Victims of intentional homicide;Female;2020;Counts;1;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;11;CTS
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;10;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Female;2020;Counts;1;CTS/GSH 2023 Revision
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;271;CTS
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;0;CTS
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Female;2020;Counts;7;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Female;2020;Counts;6;CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Female;2020;Counts;29;CTS
PRT;Portugal;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;15,47191011;GSH 2023 Revision
RUS;Russian Federation;Europe;Eastern Europe;Victims of intentional homicide;Female;2020;Counts;607;GSH 2023 Revision/CTS
SGP;Singapore;Asia;South-eastern Asia;Victims of intentional homicide;Female;2020;Counts;1;CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;8;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;11;CTS/GSH 2023 Revision
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;1;CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Female;2020;Counts;4;GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;2;CTS
TTO;Trinidad and Tobago;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;5;CTS/NGO
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Female;2020;Counts;41;CTS
USA;United States of America;Americas;Northern America;Victims of intentional homicide;Female;2020;Counts;470;CTS/NSO
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;0;CTS/NGO
XKX;Kosovo under UNSCR 1244;Europe;Southern Europe;Victims of intentional homicide;Female;2020;Counts;3;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;48;CTS
AUT;Austria;Europe;Western Europe;Victims of intentional homicide;Female;2021;Counts;15;GSH 2023 Revision/CTS
BHS;Bahamas;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;CTS/GSH 2023 Revision
BIH;Bosnia and Herzegovina;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;1;CTS
BLZ;Belize;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;1;CTS/MoI
BOL;Bolivia (Plurinational State of);Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;11;CTS
BRB;Barbados;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;1;CTS
CAN;Canada;Americas;Northern America;Victims of intentional homicide;Female;2021;Counts;35;CTS/GSH 2023 Revision
CHE;Switzerland;Europe;Western Europe;Victims of intentional homicide;Female;2021;Counts;4;CTS/GSH 2023 Revision
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;10;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;75;CTS/GSH 2023 Revision
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;1;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Female;2021;Counts;6;CTS
DEU;Germany;Europe;Western Europe;Victims of intentional homicide;Female;2021;Counts;143;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;CTS
DNK;Denmark;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;6;CTS
DOM;Dominican Republic;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;14;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;19;CTS
ESP;Spain;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;32;CTS
EST;Estonia;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
FRA;France;Europe;Western Europe;Victims of intentional homicide;Female;2021;Counts;79;CTS/MoI
GBR_NI;United Kingdom (Northern Ireland);Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;1;CTS/GSH 2023 Revision
GRD;Grenada;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;CTS
HKG;China, Hong Kong Special Administrative Region;Asia;Eastern Asia;Victims of intentional homicide;Female;2021;Counts;4;CTS/GSH 2023 Revision
HRV;Croatia;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;9;CTS
HUN;Hungary;Europe;Eastern Europe;Victims of intentional homicide;Female;2021;Counts;13;CTS
IRL;Ireland;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;1;CTS
ISL;Iceland;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
ITA;Italy;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;55;CTS
JAM;Jamaica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;14;CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;3;CTS
LTU;Lithuania;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;9;CTS
LVA;Latvia;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;13;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;246;CTS
MLT;Malta;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
MNE;Montenegro;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;0;CTS
MUS;Mauritius;Africa;Sub-Saharan Africa;Victims of intentional homicide;Female;2021;Counts;2;CTS/GSH 2023 Revision
NLD;Netherlands;Europe;Western Europe;Victims of intentional homicide;Female;2021;Counts;7;CTS
NOR;Norway;Europe;Northern Europe;Victims of intentional homicide;Female;2021;Counts;4;CTS
POL;Poland;Europe;Eastern Europe;Victims of intentional homicide;Female;2021;Counts;15;CTS
RUS;Russian Federation;Europe;Eastern Europe;Victims of intentional homicide;Female;2021;Counts;543;GSH 2023 Revision/CTS
SLV;El Salvador;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;12;CTS
SRB;Serbia;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;11;CTS/GSH 2023 Revision
SUR;Suriname;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;2;CTS
SVK;Slovakia;Europe;Eastern Europe;Victims of intentional homicide;Female;2021;Counts;6;GSH 2023 Revision/CTS
SVN;Slovenia;Europe;Southern Europe;Victims of intentional homicide;Female;2021;Counts;3;CTS
TUR;Türkiye;Asia;Western Asia;Victims of intentional homicide;Female;2021;Counts;51;CTS
VCT;Saint Vincent and the Grenadines;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2021;Counts;0;CTS/NGO
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2012;Counts;14;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2012;Counts;2;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2013;Counts;17;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2013;Counts;1;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2014;Counts;10;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2014;Counts;3;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2015;Counts;10;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2015;Counts;2;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2015;Counts;9;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2016;Counts;1;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2016;Counts;15;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2016;Counts;0;CTS
ALB;Albania;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2016;Counts;2;CTS
ALB;Albania;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2016;Counts;0;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2016;Counts;8;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2016;Counts;13;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2016;Counts;0;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2016;Counts;4;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2016;Counts;15;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2017;Counts;5;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2017;Counts;9;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2017;Counts;0;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2017;Counts;3;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2017;Counts;11;CTS
ALB;Albania;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2017;Counts;1;CTS
ALB;Albania;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2017;Counts;0;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2018;Counts;15;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2018;Counts;4;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2018;Counts;11;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2018;Counts;0;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2018;Counts;4;CTS
ALB;Albania;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2018;Counts;2;CTS
ALB;Albania;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2018;Counts;0;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;12;CTS
ALB;Albania;Europe;Southern Europe;Victims of intentional homicide;Female;2019;Counts;13;CTS
ALB;Albania;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2019;Counts;0;CTS
ALB;Albania;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2019;Counts;0;CTS
ALB;Albania;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2020;Counts;1;CTS
ALB;Albania;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2020;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2012;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2012;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2012;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2012;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2012;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2012;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2012;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2012;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2013;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2013;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2013;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2013;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2013;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2013;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2013;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2013;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2014;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2014;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2014;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2014;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2014;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2014;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2014;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2014;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2014;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2015;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2015;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2015;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2015;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2015;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2015;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2015;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2015;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Persons arrested/suspected for intentional homicide;Female;2015;Counts;0;CTS
AND;Andorra;Europe;Southern Europe;Victims of intentional homicide;Female;2015;Counts;0;CTS
ARE;United Arab Emirates;Asia;Western Asia;Victims of intentional homicide;Female;2019;Counts;12;CTS
ARE;United Arab Emirates;Asia;Western Asia;Victims of intentional homicide;Female;2019;Counts;4;CTS
ARE;United Arab Emirates;Asia;Western Asia;Victims of intentional homicide;Female;2019;Counts;8;CTS
ARE;United Arab Emirates;Asia;Western Asia;Victims of intentional homicide;Female;2019;Counts;9;CTS
ARE;United Arab Emirates;Asia;Western Asia;Victims of intentional homicide;Female;2019;Counts;0;CTS
ARE;United Arab Emirates;Asia;Western Asia;Victims of intentional homicide;Female;2019;Counts;0;CTS
ARE;United Arab Emirates;Asia;Western Asia;Victims of intentional homicide;Female;2019;Counts;0;CTS
ARE;United Arab Emirates;Asia;Western Asia;Victims of intentional homicide;Female;2019;Counts;0;CTS
ARE;United Arab Emirates;Asia;Western Asia;Victims of intentional homicide;Female;2019;Counts;0;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2015;Counts;169;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2015;Counts;120;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2015;Counts;32;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Female;2015;Counts;6;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Female;2015;Counts;17;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Female;2015;Counts;17;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Female;2015;Counts;9;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Female;2015;Counts;4;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2017;Counts;220;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2017;Counts;150;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2017;Counts;70;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2017;Counts;36;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2017;Counts;38;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2017;Counts;115;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2017;Counts;45;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;231;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;154;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;77;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;19;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;45;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;103;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2018;Counts;53;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;233;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;179;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;54;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;34;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;49;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;92;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2019;Counts;58;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;215;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;164;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;51;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;47;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;37;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;73;CTS
ARG;Argentina;Americas;Latin America and the Caribbean;Victims of intentional homicide;Female;2020;Counts;50;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2012;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2012;Counts;1;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2012;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2012;Counts;2;CTS/Covid-19
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2012;Counts;1;CTS/Covid-19
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2012;Counts;2;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2012;Counts;2;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2012;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2013;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2013;Counts;1;CTS/Covid-19
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2013;Counts;1;CTS/Covid-19
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2013;Counts;1;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2013;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2013;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2013;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2013;Counts;19;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2013;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2013;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2013;Counts;1;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2013;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2013;Counts;6;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2013;Counts;8;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2013;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2014;Counts;4;CTS/Covid-19
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2014;Counts;3;CTS/Covid-19
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2014;Counts;3;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2014;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2014;Counts;2;CTS
ARM;Armenia;Asia;Western Asia;Persons arrested/suspected for intentional homicide;Female;2014;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2014;Counts;0;CTS
ARM;Armenia;Asia;Western Asia;Victims of intentional homicide;Female;2014;Counts;20;CTS
