UNODC;unodc_ddds@un.org;;;;;;;;
27/03/2023;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Sex;Year;Unit of measurement;VALUE;Source
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;36;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;6;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;30;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;299;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;91;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;305;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;681;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;50;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;0;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;4;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;18;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;27;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;65;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;31;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;81;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;38;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;13;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;0;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;259;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2018;Counts;18;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;37;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;7;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;30;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;200;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;112;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;307;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;42;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;16;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;26;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;442;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;92;CTS
CHL;Chile;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;239;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2012;Counts;32;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2012;Counts;10;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2012;Counts;533;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;1311;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;2543;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;934;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;224;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2012;Counts;515;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2013;Counts;24;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2013;Counts;8;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2013;Counts;727;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2013;Counts;484;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;0;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;45;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;554;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;751;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;1823;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;1405;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;2016;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;664;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;184;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;4384;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;15053;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;92;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;20;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;262;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;439;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;0;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;62;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;666;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;901;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;2246;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;1453;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;2429;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;794;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;167;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;6335;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;16476;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;72;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;20;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;277;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;519;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;0;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;36;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;698;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;933;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;2270;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;1678;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;2356;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;820;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;203;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;7482;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2015;Counts;15819;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;73;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;24;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;245;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2016;Counts;523;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2016;Counts;0;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2016;Counts;46;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2016;Counts;691;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2016;Counts;958;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2016;Counts;2259;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2016;Counts;1579;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2016;Counts;2403;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2016;Counts;734;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2016;Counts;186;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2016;Counts;6963;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2016;Counts;12351;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;48;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;24;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;24;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;221;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;672;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;48;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;0;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2017;Counts;10219;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;42;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;2;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;2;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;1;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;11519;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;449;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;214;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2018;Counts;11167;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;3;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;0;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;3;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;2;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;11030;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2019;Counts;33;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;1;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;0;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;1;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;2;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;10602;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2020;Counts;27;CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Persons arrested/suspected for intentional homicide;Male;2017;Counts;0;CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Persons arrested/suspected for intentional homicide;Male;2017;Counts;0;CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Persons arrested/suspected for intentional homicide;Male;2017;Counts;2;CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Persons arrested/suspected for intentional homicide;Male;2017;Counts;8;CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Persons arrested/suspected for intentional homicide;Male;2017;Counts;6;CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Persons arrested/suspected for intentional homicide;Male;2017;Counts;1;CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Persons arrested/suspected for intentional homicide;Male;2018;Counts;6;CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Persons arrested/suspected for intentional homicide;Male;2018;Counts;10;CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Persons arrested/suspected for intentional homicide;Male;2018;Counts;7;CTS
CPV;Cabo Verde;Africa;Sub-Saharan Africa;Persons arrested/suspected for intentional homicide;Male;2018;Counts;2;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2012;Counts;63;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;53;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;60;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;23;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2012;Counts;4;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2013;Counts;85;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;40;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;53;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;14;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2013;Counts;1;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;86;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;54;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;72;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;20;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Persons arrested/suspected for intentional homicide;Male;2014;Counts;4;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;4;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;6;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;261;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;150;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2014;Counts;5;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;11;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;12;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;357;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;134;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Victims of intentional homicide;Male;2015;Counts;1;CTS
CYP;Cyprus;Asia;Western Asia;Victims of intentional homicide;Male;2012;Counts;3;CTS
CYP;Cyprus;Asia;Western Asia;Victims of intentional homicide;Male;2013;Counts;2;CTS
CYP;Cyprus;Asia;Western Asia;Victims of intentional homicide;Male;2014;Counts;7;CTS
CYP;Cyprus;Asia;Western Asia;Victims of intentional homicide;Male;2015;Counts;4;CTS
CYP;Cyprus;Asia;Western Asia;Victims of intentional homicide;Male;2016;Counts;0;CTS
CYP;Cyprus;Asia;Western Asia;Victims of intentional homicide;Male;2017;Counts;0;CTS
CYP;Cyprus;Asia;Western Asia;Victims of intentional homicide;Male;2018;Counts;2;CTS
CYP;Cyprus;Asia;Western Asia;Victims of intentional homicide;Male;2019;Counts;1;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2012;Counts;24;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2012;Counts;11;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2012;Counts;39;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2012;Counts;100;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2012;Counts;62;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2012;Counts;14;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2013;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2013;Counts;14;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2013;Counts;7;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2013;Counts;7;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2013;Counts;15;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2013;Counts;10;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2013;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;2;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;5;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;8;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;14;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;8;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;24;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;11;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;5;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;69;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2013;Counts;8;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;14;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;8;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;6;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;15;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;7;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2014;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;2;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;2;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;3;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;8;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;22;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;20;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;3;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;55;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2014;Counts;5;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;30;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;3;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;16;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;8;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;8;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;16;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;7;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2015;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;2;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;1;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;5;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;13;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;25;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;16;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;10;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;66;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2015;Counts;6;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2016;Counts;11;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2016;Counts;3;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2016;Counts;8;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2016;Counts;4;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2016;Counts;14;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2016;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;0;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;1;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;2;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;4;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;7;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;7;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;21;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;15;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;7;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;54;CTS
CZE;Czechia;Europe;Eastern Europe;Persons arrested/suspected for intentional homicide;Male;2016;Counts;10;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2017;Counts;10;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2017;Counts;5;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2017;Counts;5;CTS
CZE;Czechia;Europe;Eastern Europe;Victims of intentional homicide;Male;2017;Counts;14;CTS
