UNODC;unodc_ddds@un.org;;;;;;;;;;;
06/06/2022;;;;;;;;;;;;
Iso3_code;Country;Region;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source
COL;Colombia;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;0,198008393;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0,957478143;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;1,270367183;CTS
COL;Colombia;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;1,545701107;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0;CTS
CRI;Costa Rica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0;CTS
CYP;Cyprus;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;5,684818176;CTS
CYP;Cyprus;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;6,580133637;CTS
CYP;Cyprus;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;8,13776559;CTS
CYP;Cyprus;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;10,25846281;CTS
CYP;Cyprus;Asia;Western Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;8,676977809;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;2,804240238;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;1,841167833;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;2,933577578;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;1,971439594;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;3,390191874;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;2,034115124;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;4,595418941;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;3,477106356;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;6,084938427;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;4,903579041;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;6,810604298;CTS
CZE;Czechia;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;5,716042893;CTS
DEU;Germany;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;8,071774041;CTS
DEU;Germany;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;9,24156902;CTS
DEU;Germany;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;14,98735959;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;0;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;0;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;0;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0;CTS
DMA;Dominica;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0;CTS
DNK;Denmark;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;3,389711414;CTS
DNK;Denmark;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;4,500153374;CTS
DNK;Denmark;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;4,184652795;CTS
DNK;Denmark;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;30,56377073;CTS
DNK;Denmark;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;27,69408416;CTS
DNK;Denmark;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;26,07470672;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0,518134012;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0,757983874;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,75065432;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,626303861;CTS
ECU;Ecuador;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,546804855;CTS
ESP;Spain;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;4,541737896;CTS
ESP;Spain;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;1,638285058;CTS
ESP;Spain;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;4,776255067;CTS
ESP;Spain;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;1,869342198;CTS
ESP;Spain;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;4,647391187;CTS
ESP;Spain;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;1,940339362;CTS
ESP;Spain;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;4,895501791;CTS
ESP;Spain;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;2,190993809;CTS
EST;Estonia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;5,242073643;CTS
EST;Estonia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;9,123185816;CTS
EST;Estonia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;8,963112236;CTS
EST;Estonia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;11,67206942;CTS
EST;Estonia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;13,90869997;CTS
EST;Estonia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;13,20108113;CTS
FIN;Finland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;1,409892317;CTS
FIN;Finland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;3,411706495;CTS
FIN;Finland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;2,601081104;CTS
FIN;Finland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;2,014017562;CTS
FIN;Finland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;2,281540257;CTS
FIN;Finland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;3,344083205;CTS
FRA;France;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;3,725204542;CTS
FRA;France;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;4,59729252;CTS
FRA;France;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;5,189988348;CTS
FRA;France;Europe;Western Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;6,183044115;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;2,644498975;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;2,644498975;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;1,585404968;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;1,585404968;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;2,430480944;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;2,430480944;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;1,551641907;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;1,551641907;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;2,680036692;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;2,680036692;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;3,141275675;CTS
GRC;Greece;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;3,141275675;CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;0;CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;0;CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0;CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;0;CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0;CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0;CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,901924707;CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0,901924707;CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,897271398;CTS
GRD;Grenada;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;0,897271398;CTS
GTM;Guatemala;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0,028439023;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0;CTS
GUY;Guyana;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0;CTS
HRV;Croatia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;2,542406509;CTS
HRV;Croatia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;3,347002652;CTS
HRV;Croatia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;5,557684798;CTS
HRV;Croatia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;2,429983397;CTS
HRV;Croatia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;6,07704188;CTS
HRV;Croatia;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;1,065298178;CTS
HUN;Hungary;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;2,768387476;CTS
HUN;Hungary;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;14,72791589;CTS
HUN;Hungary;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;2,152974061;CTS
HUN;Hungary;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;2,560745425;CTS
IRL;Ireland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;6,090561971;CTS
IRL;Ireland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;7,152953928;CTS
IRL;Ireland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;8,238746847;CTS
IRL;Ireland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;10,30210355;CTS
ISL;Iceland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,890969137;CTS
ISL;Iceland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;0,890969137;CTS
ISL;Iceland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;1,474765291;CTS
ISL;Iceland;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;1,474765291;CTS
ITA;Italy;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;0,923693911;CTS
ITA;Italy;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;1,053179124;CTS
ITA;Italy;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0,845654559;CTS
ITA;Italy;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,957581386;CTS
ITA;Italy;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;1,035837145;CTS
ITA;Italy;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;1,359205202;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0;CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0;CTS
LTU;Lithuania;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;1,312469334;CTS
LTU;Lithuania;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;3,103818993;CTS
LTU;Lithuania;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;4,706607073;CTS
LTU;Lithuania;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;5,201342931;CTS
LTU;Lithuania;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;5,818789335;CTS
LTU;Lithuania;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;6,848741734;CTS
LVA;Latvia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;15,8033496;CTS
LVA;Latvia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;8,098008454;CTS
LVA;Latvia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;8,244916542;CTS
LVA;Latvia;Europe;Northern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;9,912206174;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,474959351;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;0,474959351;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0;CTS
MAC;China, Macao Special Administrative Region;Asia;Eastern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0;CTS
MAR;Morocco;Africa;Northern Africa;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,013709235;CTS
MAR;Morocco;Africa;Northern Africa;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0,013709235;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0,737823514;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0,737823514;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,960665194;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0,960665194;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,592307408;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2018;Rate per 100,000 population;0,592307408;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,989301202;CTS
MDA;Republic of Moldova;Europe;Eastern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0,989301202;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2014;Rate per 100,000 population;1,379253272;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2014;Rate per 100,000 population;0;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;3,297326528;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;0;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;3,575146423;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;2,820317568;CTS
MDV;Maldives;Asia;Southern Asia;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2015;Rate per 100,000 population;0,159201366;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2015;Rate per 100,000 population;0,009847507;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0,284594489;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2016;Rate per 100,000 population;0;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,238024014;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0,002404283;CTS
MEX;Mexico;Americas;Latin America and the Caribbean;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,32252752;CTS
MLT;Malta;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2016;Rate per 100,000 population;0,687917193;CTS
MLT;Malta;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;1,826755112;CTS
MLT;Malta;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2018;Rate per 100,000 population;0,910632776;CTS
MLT;Malta;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,454156325;CTS
MNE;Montenegro;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2017;Rate per 100,000 population;0,478039655;CTS
MNE;Montenegro;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2017;Rate per 100,000 population;0,478039655;CTS
MNE;Montenegro;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography;Total;Total;2019;Rate per 100,000 population;0,796193558;CTS
MNE;Montenegro;Europe;Southern Europe;Offences of sexual nature;by type of offence;Child pornography: Cyber-related;Total;Total;2019;Rate per 100,000 population;0,796193558;CTS
