partito,gender
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
PARTITO SOCIALISTA ITALIANO,male
COMUNISTA - PDS,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male
PARTITO SOCIALISTA ITALIANO,male
VERDI,male
LEGA NORD,male
PARTITO POPOLARE ITALIANO,male
MISTO,male
PROGRESSISTI - FEDERATIVO,male
MISTO,male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
MISTO,male
MISTO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
LEGA NORD PADANIA,male
MISTO,male
ALLEANZA NAZIONALE,male
MISTO,male
CCD-CDU BIANCOFIORE,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
CCD-CDU BIANCOFIORE,male
LEGA NORD PADANIA,male
CCD-CDU BIANCOFIORE,male
CCD-CDU BIANCOFIORE,male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
CCD-CDU BIANCOFIORE,male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
CCD-CDU BIANCOFIORE,male
ALLEANZA NAZIONALE,male
CCD-CDU BIANCOFIORE,male
FORZA ITALIA,male
LEGA NORD PADANIA,male
FORZA ITALIA,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
FORZA ITALIA,male
MISTO,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
ALLEANZA NAZIONALE,male
CCD-CDU BIANCOFIORE,male
LEGA NORD PADANIA,male
FORZA ITALIA,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
MISTO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
MISTO,male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
MISTO,male
FORZA ITALIA,male
CCD-CDU BIANCOFIORE,male
"MARGHERITA, DL-L'ULIVO",male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
CCD-CDU BIANCOFIORE,male
FORZA ITALIA,male
MISTO,male
UDC,male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
ALLEANZA NAZIONALE,male
ALLEANZA NAZIONALE,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
MISTO,male
CCD-CDU BIANCOFIORE,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
CCD-CDU BIANCOFIORE,male
FORZA ITALIA,male
MISTO,male
ALLEANZA NAZIONALE,male
ALLEANZA NAZIONALE,male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
FORZA ITALIA,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
MISTO,male
CCD-CDU BIANCOFIORE,male
FORZA ITALIA,male
MISTO,male
MISTO,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
MISTO,male
FORZA ITALIA,male
MISTO,male
FORZA ITALIA,male
FORZA ITALIA,male
"MARGHERITA, DL-L'ULIVO",male
FORZA ITALIA,male
CCD-CDU BIANCOFIORE,male
ALLEANZA NAZIONALE,male
ALLEANZA NAZIONALE,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
MISTO,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
"MARGHERITA, DL-L'ULIVO",male
MISTO,male
FORZA ITALIA,male
"MARGHERITA, DL-L'ULIVO",male
MISTO,male
FORZA ITALIA,male
CCD-CDU BIANCOFIORE,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
FORZA ITALIA,male
CCD-CDU BIANCOFIORE,male
FORZA ITALIA,male
MISTO,male
FORZA ITALIA,male
MISTO,male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
FORZA ITALIA,male
MISTO,male
FORZA ITALIA,male
MISTO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
CCD-CDU BIANCOFIORE,male
FORZA ITALIA,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
UDC,male
L'ULIVO,male
UDC,male
L'ULIVO,male
UDC,male
L'ULIVO,male
L'ULIVO,male
COMUNISTI ITALIANI,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
L'ULIVO,male
UDC,male
MISTO,male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
MISTO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
MISTO,male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
MISTO,male
INIZIATIVA RESPONSABILE,male
MISTO,male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
L'ULIVO,male
LA ROSA NEL PUGNO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
UDC,male
L'ULIVO,male
L'ULIVO,male
UDC,male
L'ULIVO,male
L'ULIVO,male
UDC,male
LA ROSA NEL PUGNO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
MISTO,male
UDC,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
PER L'ITALIA,male
SCELTA CIVICA PER L'ITALIA,male
AREA POPOLARE,male
POPOLO DELLA LIBERTA',male
INIZIATIVA RESPONSABILE,male
MISTO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
MISTO,male
FRATELLI D'ITALIA,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
INIZIATIVA RESPONSABILE,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
MISTO,male
FUTURO E LIBERTA' PER IL TERZO POLO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
MISTO,male
MISTO,male
INIZIATIVA RESPONSABILE,male
POPOLO DELLA LIBERTA',male
MISTO,male
INIZIATIVA RESPONSABILE,male
UNIONE DI CENTRO,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
MISTO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
NUOVO CENTRODESTRA,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
MISTO,male
FRATELLI D'ITALIA,male
PARTITO DEMOCRATICO,male
MISTO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
NUOVO CENTRODESTRA,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
DEMOCRATICO CRISTIANO,male
MISTO,male
COMUNISTA - PDS,male
COMUNISTA - PDS,male
FEDERALISTI E LIBERALDEMOCRATICI,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
"MARGHERITA, DL-L'ULIVO",male
MISTO,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
MISTO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
MISTO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
CCD-CDU BIANCOFIORE,male
FORZA ITALIA,male
CCD-CDU BIANCOFIORE,male
"MARGHERITA, DL-L'ULIVO",male
FORZA ITALIA,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
MISTO,male
FORZA ITALIA,male
CCD-CDU BIANCOFIORE,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
"MARGHERITA, DL-L'ULIVO",male
MISTO,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
ALLEANZA NAZIONALE,male
UDC,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
MISTO,male
FORZA ITALIA,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
"MARGHERITA, DL-L'ULIVO",male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
ALLEANZA NAZIONALE,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
MISTO,male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
MISTO,male
"MARGHERITA, DL-L'ULIVO",male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
"MARGHERITA, DL-L'ULIVO",male
DEMOCRATICI DI SINISTRA-L'ULIVO,male
ALLEANZA NAZIONALE,male
UDC,male
ALLEANZA NAZIONALE,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
SOCIALISTI E RADICALI-RNP,male
MISTO,male
L'ULIVO,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
LA ROSA NEL PUGNO,male
UDC,male
MISTO,male
UDC,male
L'ULIVO,male
L'ULIVO,male
VERDI,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
MISTO,male
L'ULIVO,male
L'ULIVO,male
MISTO,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
SOCIALISTI E RADICALI-RNP,male
L'ULIVO,male
FORZA ITALIA,male
L'ULIVO,male
MISTO,male
ALLEANZA NAZIONALE,male
L'ULIVO,male
FORZA ITALIA,male
FORZA ITALIA,male
UDC,male
FORZA ITALIA,male
L'ULIVO,male
COMUNISTI ITALIANI,male
MISTO,male
L'ULIVO,male
L'ULIVO,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
UDC,male
MISTO,male
ALLEANZA NAZIONALE,male
ITALIA DEI VALORI,male
L'ULIVO,male
L'ULIVO,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
LEGA NORD PADANIA,male
ALLEANZA NAZIONALE,male
ITALIA DEI VALORI,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
MISTO,male
FORZA ITALIA,male
UDC,male
L'ULIVO,male
L'ULIVO,male
MISTO,male
L'ULIVO,male
L'ULIVO,male
FORZA ITALIA,male
L'ULIVO,male
L'ULIVO,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
LEGA NORD PADANIA,male
DEMOCRAZIA CRISTIANA-PARTITO SOCIALISTA,male
MISTO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
ALLEANZA NAZIONALE,male
FORZA ITALIA,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
MISTO,male
POPOLARI-UDEUR,male
L'ULIVO,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
MISTO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
LEGA NORD PADANIA,male
ALLEANZA NAZIONALE,male
L'ULIVO,male
L'ULIVO,male
MISTO,male
POPOLARI-UDEUR,male
ITALIA DEI VALORI,male
FORZA ITALIA,male
FORZA ITALIA,male
L'ULIVO,male
MISTO,male
VERDI,male
L'ULIVO,male
ALLEANZA NAZIONALE,male
MISTO,male
FORZA ITALIA,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
MISTO,male
POPOLARI-UDEUR,male
L'ULIVO,male
L'ULIVO,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
MISTO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
MISTO,male
POPOLARI-UDEUR,male
MISTO,male
POPOLARI-UDEUR,male
L'ULIVO,male
FORZA ITALIA,male
FORZA ITALIA,male
MISTO,male
DEMOCRAZIA CRISTIANA-PARTITO SOCIALISTA,male
L'ULIVO,male
L'ULIVO,male
FORZA ITALIA,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
MISTO,male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
PARTITO DEMOCRATICO,male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
MISTO,male
PARTITO DEMOCRATICO,male
UNIONE DI CENTRO,male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
MISTO,male
MISTO,male
ITALIA DEI VALORI,male
PARTITO DEMOCRATICO,male
MISTO,male
INIZIATIVA RESPONSABILE,male
POPOLO DELLA LIBERTA',male
MISTO,male
PARTITO DEMOCRATICO,male
INIZIATIVA RESPONSABILE,male
MISTO,male
UNIONE DI CENTRO,male
POPOLO DELLA LIBERTA',male
POPOLO E TERRITORIO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
MISTO,male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
MISTO,male
FUTURO E LIBERTA'. PER L'ITALIA,male
POPOLO DELLA LIBERTA',male
INIZIATIVA RESPONSABILE,male
MISTO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA' PER L'ITALIA,male
INIZIATIVA RESPONSABILE,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
MISTO,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
MISTO,male
INIZIATIVA RESPONSABILE,male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
FUTURO E LIBERTA'. PER L'ITALIA,male
UNIONE DI CENTRO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
POPOLO DELLA LIBERTA',male
PARTITO DEMOCRATICO,male
PARTITO DEMOCRATICO,male
POPOLO DELLA LIBERTA',male
NUOVO CENTRODESTRA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MISTO,male
ALTERNATIVA POPOLARE-CENTRISTI PER L'EUROPA-NCD,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
NUOVO CENTRODESTRA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
CIVICI E INNOVATORI,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
PARTITO DEMOCRATICO,male
LEGA NORD E AUTONOMIE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
AREA POPOLARE,male
MISTO,male
FRATELLI D'ITALIA,male
MISTO,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
PER L'ITALIA,male
SCELTA CIVICA PER L'ITALIA,male
LEGA NORD E AUTONOMIE,male
LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI,male
PER L'ITALIA,male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
SINISTRA ECOLOGIA LIBERTA',male
ARTICOLO 1-MOVIMENTO DEMOCRATICO E PROGRESSISTA,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
LEGA NORD E AUTONOMIE - LEGA DEI POPOLI - NOI CON SALVINI,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
SCELTA CIVICA VERSO CITTADINI PER L'ITALIA-MAIE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
IL POPOLO DELLA LIBERTA' - BERLUSCONI PRESIDENTE,male
MISTO,male
MOVIMENTO SOCIALE ITALIANO - DESTRA NAZIONALE,male
COMUNISTA - PDS,male
ALLEANZA NAZIONALE - MSI,male
MISTO,male
RIFONDAZIONE COMUNISTA - PROGRESSISTI,male
PROGRESSISTI - FEDERATIVO,male
ALLEANZA NAZIONALE,male
SINISTRA DEMOCRATICA - L'ULIVO,male
SINISTRA DEMOCRATICA - L'ULIVO,male
L'ULIVO,male
ITALIA DEI VALORI,male
MISTO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
POPOLARI-UDEUR,male
MISTO,male
FORZA ITALIA,male
FORZA ITALIA,male
FORZA ITALIA,male
MISTO,male
FORZA ITALIA,male
MISTO,male
POPOLARI-UDEUR,male
FORZA ITALIA,male
MISTO,male
POPOLARI-UDEUR,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
L'ULIVO,male
MISTO,male
POPOLARI-UDEUR,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
POPOLARI-UDEUR,male
MISTO,male
UDC,male
FORZA ITALIA,male
L'ULIVO,male
L'ULIVO,male
FORZA ITALIA,male
L'ULIVO,male
L'ULIVO,male
MISTO,male
DEMOCRAZIA CRISTIANA-PARTITO SOCIALISTA,male
ALLEANZA NAZIONALE,male
UDC,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
MISTO,male
COMUNISTI ITALIANI,male
MISTO,male
COMUNISTI ITALIANI,male
L'ULIVO,male
MISTO,male
VERDI,male
L'ULIVO,male
L'ULIVO,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
FORZA ITALIA,male
L'ULIVO,male
FORZA ITALIA,male
ALLEANZA NAZIONALE,male
UDC,male
MISTO,male
LA ROSA NEL PUGNO,male
UDC,male
COMUNISTI ITALIANI,male
MISTO,male
MISTO,male
VERDI,male
L'ULIVO,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
COMUNISTI ITALIANI,male
MISTO,male
SINISTRA DEMOCRATICA. PER IL SOCIALISMO EUROPEO,male
L'ULIVO,male
LA ROSA NEL PUGNO,male
MISTO,male
L'ULIVO,male
LA ROSA NEL PUGNO,male
MISTO,male
MISTO,male
VERDI,male
LA ROSA NEL PUGNO,male
MISTO,male
L'ULIVO,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
LA ROSA NEL PUGNO,male
MISTO,male
MISTO,male
VERDI,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
MISTO,male
COMUNISTI ITALIANI,male
COMUNISTI ITALIANI,male
MISTO,male
FORZA ITALIA,male
FORZA ITALIA,male
UDC,male
FORZA ITALIA,male
ITALIA DEI VALORI,male
MISTO,male
LA ROSA NEL PUGNO,male
MISTO,male
COMUNISTI ITALIANI,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
MISTO,male
FORZA ITALIA,male
L'ULIVO,male
ITALIA DEI VALORI,male
MISTO,male
VERDI,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
L'ULIVO,male
UDC,male
ALLEANZA NAZIONALE,male
COMUNISTI ITALIANI,male
MISTO,male
ALLEANZA NAZIONALE,male
UDC,male
FORZA ITALIA,male
COMUNISTI ITALIANI,male
MISTO,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
ITALIA DEI VALORI,male
UDC,male
RIFONDAZIONE COMUNISTA - SINISTRA EUROPEA,male
L'ULIVO,male
